Category,GHG,Region,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
agriculture,CH4,AL,0,0,0,0,0,0,1.41E-05,8.47E-05,0.000104,0.000142,0.000166,3.03E-06,1.28E-06,1.25E-06,4.61E-07,4.99E-07,9.90E-07,2.21E-06,3.98E-06,3.56E-06,3.03E-06
industry,CH4,AL,0.0001921,0.00034224,0.00026912,0.00024844,0.00024671,0.00028414,0.000321191,0.000312,0.00032788,0.00034507,0.00036389,0.00045248,0.0004401,0.0004252,0.0004102,0.0003919,0.000376,0.000368,0.0003651,0.0003573,0.0003461
power,CH4,AL,0.001140555,0.001143705,0.00289939,0.003118915,0.002886016,0.001906429,0.001280631,0.000831766,0.000887095,0.000812561,0.00074081,0.000739452,0.000616269,0.000613867,0.000547741,0.000560664,0.000630532,0.000606449,0.000714761,0.000853709,0.001008306
residential commercial,CH4,AL,0.002871619,0.002041506,0.002303628,0.001627331,0.001438607,0.001315614,0.001154846,0.000913233,0.000758014,0.000598081,0.000520944,0.000478096,0.000502444,0.000524444,0.000521726,0.0005146,0.000510892,0.000516093,0.000529526,0.000556372,0.00059819
transportation,CH4,AL,0.01043176,0.00727576,0.0046524,0.002794353,0.002506074,0.002122719,0.001698028,0.001241097,0.001002542,0.000895738,0.000802674,0.000981837,0.001034242,0.001093307,0.001158523,0.001197156,0.00122734,0.001252351,0.001269972,0.001274878,0.001261652
industry,CO,AL,0.307195264,0.41832,0.241417914,0.210917074,0.192717428,0.187554236,0.185487569,0.177810315,0.177321711,0.165741893,0.154012821,0.17965847,0.135226617,0.090982373,0.073421548,0.06761903,0.067665438,0.068050568,0.068251343,0.067837846,0.066699753
power,CO,AL,0.006238894,0.01048935,0.009653971,0.008358871,0.007957833,0.005065711,0.005007832,0.005093698,0.006253238,0.007191986,0.008193829,0.005558345,0.006534577,0.006271929,0.005799403,0.005909949,0.006269615,0.006210684,0.007583234,0.00894478,0.009849059
residential commercial,CO,AL,0.05616301,0.075344025,0.013590525,0.026407543,0.022405041,0.021672551,0.020913003,0.018500088,0.01597133,0.013536945,0.011647573,0.009188896,0.009087249,0.009122308,0.009111995,0.009101085,0.009086626,0.00912439,0.009246963,0.009347868,0.009393038
transportation,CO,AL,1.620278572,0.623356285,0.435553896,0.404777673,0.314555212,0.244163055,0.180785904,0.145927286,0.127867702,0.129051809,0.116320848,0.129086614,0.128868222,0.124211823,0.121693346,0.119623343,0.120846052,0.122714873,0.125579764,0.130696144,0.139472645
industry,NH3,AL,0.00357212,0.00242295,0.00194261,0.00182099,0.00138776,0.00144926,0.00150843,0.00148532,0.00150649,0.001490258,0.001452189,0.00154185,0.00148127,0.00142206,0.00138953,0.00136519,0.0013513,0.0013494,0.0013495,0.0013398,0.0013271
power,NH3,AL,0,0.00056899,0.000472196,0.000423063,0.001032421,0.000929228,0.001043802,0.001123291,0.001383986,0.001598738,0.00182735,0.001088214,0.001280614,0.001097024,0.00110848,0.001121756,0.001176187,0.001173864,0.001310506,0.001560446,0.001867438
residential commercial,NH3,AL,0.000361397,0.000179418,0.000540685,0.000567089,0.000494587,0.000465855,0.000428015,0.000354321,0.00030097,0.00025312,0.000215099,0.000178946,0.000183256,0.000187819,0.000185322,0.000180989,0.000178026,0.000177839,0.000181196,0.000187079,0.000195776
transportation,NH3,AL,0.002153444,0.001960047,0.0018065,0.001644812,0.001384922,0.001336777,0.001271399,0.001198647,0.001176449,0.001165335,0.001089285,0.001124428,0.001117223,0.001126237,0.001172321,0.001206204,0.001233837,0.00125725,0.001275533,0.001287445,0.001289477
industry,NMVOC,AL,0.167184496,0.18678671,0.09035497,0.08821989,0.06606421,0.066371718,0.069760885,0.069067781,0.071908851,0.072801778,0.074145384,0.082940919,0.079157357,0.075394717,0.074658762,0.075164012,0.076128429,0.077212719,0.078221052,0.079303731,0.080782776
power,NMVOC,AL,0.000718571,0.001739773,0.001196129,0.00120952,0.000772359,0.00040937,0.000295421,0.000211605,0.000215737,0.000203548,0.000196063,0.000196181,0.000142965,0.000132229,0.000115055,0.000117127,0.000124921,0.000123337,0.000156523,0.000183849,0.000195291
residential commercial,NMVOC,AL,0.019546694,0.010942568,0.001901668,0.003235596,0.002763297,0.002667217,0.002563421,0.002247592,0.001917207,0.001599222,0.001352019,0.001032828,0.001020041,0.001023705,0.001022629,0.001020973,0.001019491,0.001023782,0.001039935,0.001052491,0.001058324
transportation,NMVOC,AL,0.140815133,0.050777185,0.042263202,0.03745748,0.028073974,0.02203331,0.017251926,0.01479045,0.01387994,0.013638442,0.012079628,0.012803926,0.012581932,0.012502822,0.012639869,0.012694385,0.012920931,0.013141104,0.013369165,0.013642761,0.013980884
industry,NOx,AL,0.12019727,0.086821371,0.079328317,0.070178397,0.061797087,0.061568548,0.062213791,0.058866877,0.058365642,0.055918381,0.053009339,0.078430611,0.080037405,0.084040198,0.092177308,0.098272415,0.100145601,0.101720774,0.102449054,0.101481065,0.097860733
power,NOx,AL,0.17037647,0.121688007,0.075138561,0.038598513,0.015540618,0.005820793,0.003592494,0.002593536,0.002960353,0.003166751,0.003431228,0.003790562,0.002580883,0.001849084,0.001751448,0.001755023,0.001840234,0.00183534,0.002055353,0.002448214,0.002921276
residential commercial,NOx,AL,0.015045235,0.019143118,0.00362548,0.002712087,0.002326875,0.002223351,0.00211413,0.001833022,0.001648743,0.001454193,0.001322528,0.001250557,0.00127713,0.001305821,0.0013015,0.001285818,0.001275282,0.001278084,0.00129607,0.001325054,0.001364274
transportation,NOx,AL,0.263302164,0.170793454,0.11617366,0.079374907,0.05392483,0.037751016,0.027387136,0.019424009,0.016833504,0.01613182,0.015370983,0.024058696,0.025443154,0.025758375,0.026592289,0.027594711,0.028432268,0.029225284,0.029914172,0.030439145,0.030678336
industry,OC,AL,0.004203297,0.002157713,0.006872652,0.00664044,0.00657584,0.006610139,0.006612112,0.006367656,0.006507271,0.006174759,0.005544199,0.005660767,0.003924975,0.002220523,0.001622033,0.001486642,0.00151994,0.001548323,0.001559649,0.001534429,0.001449423
power,OC,AL,0.000164185,0.001061912,0.000259007,0.000432219,0.000374465,0.000323579,0.0002585,0.000176561,0.000158115,0.000122824,9.16E-05,8.11E-05,7.86E-05,0.000140538,9.39E-05,9.93E-05,0.000111012,0.000106598,0.000181051,0.000206978,0.000165895
residential commercial,OC,AL,0.007296564,0.003890765,0.002116445,0.003611419,0.003458632,0.003404464,0.003319476,0.00302993,0.002721737,0.002416879,0.002198978,0.001894325,0.001882106,0.001888547,0.001889009,0.001888376,0.001887214,0.001891986,0.001906677,0.00191848,0.001922528
transportation,OC,AL,0.0035436,0.0013545,0.00117122,0.000940415,0.000621033,0.00042643,0.000311546,0.000208071,0.000201938,0.000210691,0.000222543,0.000295207,0.000302692,0.000297795,0.00029504,0.00029515,0.000300817,0.000307663,0.000314955,0.000323415,0.000332233
industry,PM2.5,AL,0.026566078,0.024514489,0.042857515,0.037993612,0.033856962,0.033960836,0.03400305,0.032859973,0.033292446,0.031968123,0.029495254,0.032240505,0.026882593,0.021863523,0.020797215,0.021027149,0.021352953,0.02161152,0.021726032,0.021561652,0.020943918
power,PM2.5,AL,0.003267225,0.021308083,0.00378709,0.00268838,0.001670214,0.000954045,0.001265739,0.002369968,0.00342207,0.004580419,0.005871148,0.000296966,0.000166625,0.000210997,0.000141906,0.000147718,0.000164145,0.000158197,0.000257015,0.000295308,0.000247185
residential commercial,PM2.5,AL,0.011906948,0.008838401,0.004196381,0.006245252,0.005153155,0.005014945,0.004891291,0.004476509,0.004034787,0.003600108,0.00328787,0.002849336,0.002832348,0.002841301,0.002841178,0.002841371,0.002839261,0.00284641,0.002867069,0.002884125,0.002889531
transportation,PM2.5,AL,0.00979348,0.00471288,0.00389342,0.002780513,0.00169633,0.001193256,0.000955261,0.000800791,0.00083443,0.000869679,0.000891027,0.001030387,0.001024123,0.000998213,0.000990101,0.000997343,0.00101719,0.00103589,0.001052388,0.001066818,0.001077428
industry,SO2,AL,0.097918717,0.067105733,0.067024319,0.0552033,0.04639387,0.047232348,0.047668148,0.045526518,0.046375941,0.045434053,0.043095823,0.078304432,0.098411015,0.124403397,0.150301192,0.166939941,0.171229484,0.174506385,0.17589167,0.173541641,0.164787789
power,SO2,AL,0.479623619,0.417475741,0.219879328,0.076696861,0.006452313,0.001652016,0.000586643,0.000257206,0.000350925,0.000439459,0.000546459,0.000986551,0.00036771,0.00023162,0.00010793,0.0001056,0.0001203,0.0001143,0.0002173,0.000247,0.0001759
residential commercial,SO2,AL,0.02929211,0.004107367,0.000339286,0.000277937,0.000227744,0.000225251,0.000227766,0.000213963,0.000200274,0.000182868,0.000172921,0.000168672,0.000173272,0.000178047,0.000180853,0.00018181,0.000182057,0.000182614,0.00018368,0.00018367,0.000182029
transportation,SO2,AL,0.0419838,0.01955355,0.01256215,0.000672643,0.000550915,0.000443322,0.00033625,0.000256172,0.000218411,0.000212656,0.000202918,0.000259886,0.000266911,0.000273374,0.000281697,0.000286286,0.000290169,0.000294775,0.000298679,0.000301857,0.00030229
industry,BC,AR,0.003603233,0.002083536,0.0016573,0.00591666,0.00575459,0.005871397,0.005856361,0.00562902,0.00575187,0.005435754,0.004848109,0.004976645,0.003381444,0.0018165,0.0012218,0.001074859,0.001136806,0.001190891,0.001236893,0.001253991,0.001217377
power,BC,AR,8.25E-06,4.84E-05,3.20E-05,1.97E-05,9.04E-06,1.01E-05,9.92E-06,9.22E-06,1.21E-05,1.50E-05,1.82E-05,3.47E-06,7.16E-06,1.36E-05,8.33E-06,8.52E-06,9.00E-06,7.89E-06,1.39E-05,1.57E-05,1.23E-05
residential commercial,BC,AR,0.000777863,0.000348255,0.000206611,0.000300769,0.000291808,0.000289124,0.000303101,0.000277323,0.000251714,0.000217815,0.000195606,0.000174758,0.000173288,0.000176578,0.000177321,0.000177544,0.000177703,0.000179275,0.00018356,0.000186351,0.000186129
transportation,BC,AR,0.00278045,0.001923492,0.00164623,0.001024293,0.000578848,0.00036551,0.000261881,0.000175724,0.000175017,0.000180931,0.000185841,0.000220867,0.000238647,0.000258674,0.000280969,0.000301087,0.000307197,0.000314118,0.000320142,0.000325186,0.000329023
agriculture,CH4,AR,0,0,0,0,0,0,1.78E-05,0.000107,0.000132,0.00018,0.000211,3.82E-06,1.62E-06,1.58E-06,5.81E-07,6.29E-07,1.25E-06,2.79E-06,5.02E-06,4.50E-06,3.82E-06
industry,CH4,AR,0.000124918,0.000167596,0.000156025,0.000117419,0.000114411,0.000128323,0.000142774,0.000144828,0.000156109,0.000251197,0.000394065,0.000598353,0.000649189,0.000686952,0.000689464,0.000666873,0.00063114,0.00060608,0.00059818,0.00059133,0.00057509
power,CH4,AR,0.000236498,0.000295866,0.000530756,0.000473271,0.000477239,0.000352406,0.000275533,0.000213953,0.000239992,0.000249825,0.00026167,0.000216224,0.000245262,0.000269565,0.000232353,0.000239189,0.000265789,0.000254192,0.000311874,0.000368513,0.000427698
residential commercial,CH4,AR,0.002077393,0.001895398,0.002480297,0.002236016,0.002009992,0.001853195,0.001680004,0.00140288,0.001203714,0.000973484,0.000855459,0.000786374,0.00080495,0.000824131,0.000809925,0.0007953,0.000787413,0.000788846,0.000803017,0.00083497,0.000886403
transportation,CH4,AR,0.00610398,0.00448887,0.00301403,0.00165255,0.00146759,0.00121999,0.00097418,0.00071124,0.00057663,0.00051504,0.00045878,0.00057605,0.00061205,0.00065194,0.00069599,0.00072184,0.0007434,0.00075985,0.00077289,0.00077843,0.00077051
industry,CO,AR,0.18251207,0.235634793,0.133328075,0.119761676,0.113583096,0.111849737,0.109909684,0.105009769,0.105016326,0.097730701,0.090275628,0.101638769,0.070472403,0.039275966,0.025935368,0.021166885,0.02115947,0.021304866,0.021514827,0.021637402,0.021608631
power,CO,AR,0.003649986,0.00402066,0.004212205,0.00653962,0.004769799,0.002478195,0.002197978,0.002109634,0.002624862,0.003055163,0.003517347,0.003073933,0.003538452,0.003558422,0.003075321,0.002775077,0.002717073,0.002606698,0.003129163,0.003703911,0.004118746
residential commercial,CO,AR,0.078778354,0.048223317,0.011858547,0.022507809,0.020833587,0.019937976,0.018129642,0.015884052,0.013593382,0.011243887,0.009486968,0.007434725,0.007377237,0.007462994,0.007454538,0.007441485,0.007429467,0.007480108,0.007641298,0.007791947,0.007898643
transportation,CO,AR,0.918366958,0.334110705,0.237340592,0.214664645,0.164842443,0.126531706,0.093176116,0.075289864,0.066677946,0.068237163,0.061850513,0.069911474,0.070323871,0.068149178,0.066823523,0.065837665,0.066749249,0.068026953,0.069911899,0.073232076,0.078893454
industry,NH3,AR,0.014083511,0.00850459,0.00101713,0.001335767,0.001201149,0.001236875,0.001266275,0.001251006,0.001265932,0.001255999,0.001232017,0.00126634,0.00121412,0.00116202,0.00113614,0.00112406,0.00112333,0.00112877,0.00113618,0.00114142,0.00113919
power,NH3,AR,0,0.000217609,0.000211364,0.000341927,0.000451682,0.000328948,0.000372896,0.000434947,0.000555297,0.000662197,0.000773362,0.000460958,0.000547792,0.000508757,0.000498663,0.000488105,0.000501505,0.000496673,0.000556073,0.000665786,0.000791805
residential commercial,NH3,AR,0.000301324,6.16E-05,0.000482968,0.000565168,0.000510318,0.000475815,0.000426609,0.000353582,0.000294646,0.00023896,0.000197703,0.00015609,0.000160382,0.000165196,0.000163752,0.000160593,0.000157969,0.000158046,0.000161362,0.000167574,0.000176845
transportation,NH3,AR,0.001249828,0.001117587,0.00105576,0.00092411,0.000767612,0.00072337,0.000681717,0.000641886,0.000631554,0.000627128,0.000586565,0.000622294,0.000626089,0.000636453,0.000667256,0.000689299,0.000708192,0.000722974,0.000736736,0.000745248,0.00074981
industry,NMVOC,AR,0.092384489,0.10707691,0.06509156,0.064874632,0.057792328,0.057320057,0.052688388,0.052225974,0.053989274,0.054445129,0.055198418,0.059568924,0.056874262,0.053927905,0.052992173,0.053234978,0.054101881,0.054968705,0.055840063,0.056820188,0.058006139
power,NMVOC,AR,0.000389486,0.000441783,0.000404102,0.000374395,0.000233022,0.000104607,7.40E-05,5.40E-05,6.18E-05,6.63E-05,7.21E-05,0.000102917,0.0001045,0.000103379,8.22E-05,6.40E-05,5.63E-05,5.18E-05,6.36E-05,7.48E-05,8.07E-05
residential commercial,NMVOC,AR,0.025969028,0.008764507,0.001650968,0.002679115,0.002468723,0.002359192,0.0021392,0.001854817,0.00156016,0.001271207,0.00104562,0.000771672,0.000762334,0.000769265,0.000767726,0.000766796,0.000765393,0.000770809,0.000787596,0.000803017,0.000812515
transportation,NMVOC,AR,0.080309871,0.028770224,0.024573939,0.020641728,0.015097877,0.011543591,0.008862274,0.007482802,0.007020779,0.006962968,0.006198461,0.006653467,0.00658852,0.006573205,0.006654033,0.006693601,0.006839487,0.00697848,0.007121999,0.007291133,0.007502688
industry,NOx,AR,0.071346211,0.06638337,0.04770919,0.044189459,0.042121956,0.042274759,0.042145129,0.040059642,0.040337342,0.038515012,0.03601219,0.040214269,0.031164993,0.022265457,0.018902107,0.018073747,0.018506056,0.018947643,0.019363868,0.019588403,0.019474818
power,NOx,AR,0.035443412,0.03193684,0.03047007,0.027344333,0.010061721,0.003607235,0.002070046,0.001166516,0.001328307,0.001392036,0.001498557,0.003947063,0.003609177,0.003202234,0.002453118,0.001476862,0.0009903,0.000832156,0.000884808,0.001053694,0.0012517
residential commercial,NOx,AR,0.00568468,0.005041947,0.002711593,0.004698047,0.004383307,0.004112888,0.003738448,0.003319755,0.003050454,0.002671429,0.002505093,0.002497153,0.002556222,0.002617414,0.002605855,0.002586608,0.002575233,0.002582438,0.002625853,0.002703379,0.002827125
transportation,NOx,AR,0.129694532,0.106408704,0.073585092,0.050898542,0.033548614,0.022821362,0.016443685,0.011575514,0.010063587,0.009596836,0.00912473,0.014561808,0.015404527,0.015549704,0.016041041,0.016688764,0.017255678,0.017789153,0.018250159,0.018592374,0.018746479
industry,OC,AR,0.003143968,0.001670543,0.00131617,0.00326559,0.003172891,0.003228331,0.003217083,0.003092234,0.003154952,0.002978872,0.002667806,0.002674157,0.001687331,0.0007023,0.0002866,0.0001459,0.0001503,0.0001554,0.0001607,0.0001626,0.0001588
